"date","value","location_name","location"
2023-08-12,3,"South Dakota","46"
2023-08-12,26,"Tennessee","47"
2023-08-12,122,"Texas","48"
2023-08-12,0,"Utah","49"
2023-08-12,35,"Virginia","51"
2023-08-12,0,"Vermont","50"
2023-08-12,25,"Washington","53"
2023-08-12,2,"Wisconsin","55"
2023-08-12,9,"West Virginia","54"
2023-08-12,0,"Wyoming","56"
2023-08-19,0,"Alaska","02"
2023-08-19,12,"Alabama","01"
2023-08-19,9,"Arkansas","05"
2023-08-19,17,"Arizona","04"
2023-08-19,29,"California","06"
2023-08-19,4,"Colorado","08"
2023-08-19,8,"Connecticut","09"
2023-08-19,2,"District of Columbia","11"
2023-08-19,0,"Delaware","10"
2023-08-19,160,"Florida","12"
2023-08-19,28,"Georgia","13"
2023-08-19,6,"Hawaii","15"
2023-08-19,2,"Iowa","19"
2023-08-19,0,"Idaho","16"
2023-08-19,12,"Illinois","17"
2023-08-19,11,"Indiana","18"
2023-08-19,2,"Kansas","20"
2023-08-19,7,"Kentucky","21"
2023-08-19,11,"Louisiana","22"
2023-08-19,8,"Massachusetts","25"
2023-08-19,3,"Maryland","24"
2023-08-19,0,"Maine","23"
2023-08-19,10,"Michigan","26"
2023-08-19,3,"Minnesota","27"
2023-08-19,7,"Missouri","29"
2023-08-19,40,"Mississippi","28"
2023-08-19,0,"Montana","30"
2023-08-19,8,"North Carolina","37"
2023-08-19,1,"North Dakota","38"
2023-08-19,3,"Nebraska","31"
2023-08-19,0,"New Hampshire","33"
2023-08-19,16,"New Jersey","34"
2023-08-19,1,"New Mexico","35"
2023-08-19,4,"Nevada","32"
2023-08-19,20,"New York","36"
2023-08-19,16,"Ohio","39"
2023-08-19,13,"Oklahoma","40"
2023-08-19,4,"Oregon","41"
2023-08-19,57,"Pennsylvania","42"
2023-08-19,0,"Rhode Island","44"
2023-08-19,20,"South Carolina","45"
2023-08-19,1,"South Dakota","46"
2023-08-19,23,"Tennessee","47"
2023-08-19,110,"Texas","48"
2023-08-19,0,"Utah","49"
2023-08-19,28,"Virginia","51"
2023-08-19,0,"Vermont","50"
2023-08-19,20,"Washington","53"
2023-08-19,1,"Wisconsin","55"
2023-08-19,2,"West Virginia","54"
2023-08-19,0,"Wyoming","56"
2023-08-26,2,"Alaska","02"
2023-08-26,12,"Alabama","01"
2023-08-26,6,"Arkansas","05"
2023-08-26,13,"Arizona","04"
2023-08-26,38,"California","06"
2023-08-26,3,"Colorado","08"
2023-08-26,6,"Connecticut","09"
2023-08-26,0,"District of Columbia","11"
2023-08-26,0,"Delaware","10"
2023-08-26,172,"Florida","12"
2023-08-26,34,"Georgia","13"
2023-08-26,7,"Hawaii","15"
2023-08-26,4,"Iowa","19"
2023-08-26,0,"Idaho","16"
2023-08-26,9,"Illinois","17"
2023-08-26,6,"Indiana","18"
2023-08-26,3,"Kansas","20"
2023-08-26,10,"Kentucky","21"
2023-08-26,14,"Louisiana","22"
2023-08-26,17,"Massachusetts","25"
2023-08-26,5,"Maryland","24"
2023-08-26,0,"Maine","23"
2023-08-26,12,"Michigan","26"
2023-08-26,0,"Minnesota","27"
2023-08-26,6,"Missouri","29"
2023-08-26,43,"Mississippi","28"
2023-08-26,0,"Montana","30"
2023-08-26,18,"North Carolina","37"
2023-08-26,0,"North Dakota","38"
2023-08-26,2,"Nebraska","31"
2023-08-26,4,"New Hampshire","33"
2023-08-26,10,"New Jersey","34"
2023-08-26,2,"New Mexico","35"
2023-08-26,3,"Nevada","32"
2023-08-26,38,"New York","36"
2023-08-26,13,"Ohio","39"
2023-08-26,16,"Oklahoma","40"
2023-08-26,2,"Oregon","41"
2023-08-26,42,"Pennsylvania","42"
2023-08-26,0,"Rhode Island","44"
2023-08-26,9,"South Carolina","45"
2023-08-26,1,"South Dakota","46"
2023-08-26,27,"Tennessee","47"
2023-08-26,126,"Texas","48"
2023-08-26,1,"Utah","49"
2023-08-26,30,"Virginia","51"
2023-08-26,0,"Vermont","50"
2023-08-26,42,"Washington","53"
2023-08-26,2,"Wisconsin","55"
2023-08-26,1,"West Virginia","54"
2023-08-26,0,"Wyoming","56"
2023-09-02,2,"Alaska","02"
2023-09-02,5,"Alabama","01"
2023-09-02,8,"Arkansas","05"
2023-09-02,8,"Arizona","04"
2023-09-02,42,"California","06"
2023-09-02,7,"Colorado","08"
2023-09-02,1,"Connecticut","09"
2023-09-02,1,"District of Columbia","11"
2023-09-02,0,"Delaware","10"
2023-09-02,150,"Florida","12"
2023-09-02,21,"Georgia","13"
2023-09-02,5,"Hawaii","15"
2023-09-02,1,"Iowa","19"
2023-09-02,2,"Idaho","16"
2023-09-02,15,"Illinois","17"
2023-09-02,5,"Indiana","18"
2023-09-02,6,"Kansas","20"
2023-09-02,19,"Kentucky","21"
2023-09-02,11,"Louisiana","22"
2023-09-02,8,"Massachusetts","25"
2023-09-02,5,"Maryland","24"
2023-09-02,0,"Maine","23"
2023-09-02,2,"Michigan","26"
2023-09-02,0,"Minnesota","27"
2023-09-02,12,"Missouri","29"
2023-09-02,19,"Mississippi","28"
2023-09-02,1,"Montana","30"
2023-09-02,7,"North Carolina","37"
2023-09-02,0,"North Dakota","38"
2023-09-02,1,"Nebraska","31"
2023-09-02,1,"New Hampshire","33"
2023-09-02,13,"New Jersey","34"
2023-09-02,4,"New Mexico","35"
2023-09-02,4,"Nevada","32"
2023-09-02,21,"New York","36"
2023-09-02,15,"Ohio","39"
2023-09-02,16,"Oklahoma","40"
2023-09-02,3,"Oregon","41"
2023-09-02,43,"Pennsylvania","42"
2023-09-02,0,"Rhode Island","44"
2023-09-02,22,"South Carolina","45"
2023-09-02,3,"South Dakota","46"
2023-09-02,46,"Tennessee","47"
2023-09-02,110,"Texas","48"
2023-09-02,2,"Utah","49"
2023-09-02,40,"Virginia","51"
2023-09-02,1,"Vermont","50"
2023-09-02,37,"Washington","53"
2023-09-02,1,"Wisconsin","55"
2023-09-02,2,"West Virginia","54"
2023-09-02,0,"Wyoming","56"
2023-09-09,5,"Alaska","02"
2023-09-09,20,"Alabama","01"
2023-09-09,7,"Arkansas","05"
2023-09-09,10,"Arizona","04"
2023-09-09,41,"California","06"
2023-09-09,2,"Colorado","08"
2023-09-09,9,"Connecticut","09"
2023-09-09,0,"District of Columbia","11"
2023-09-09,0,"Delaware","10"
2023-09-09,156,"Florida","12"
2023-09-09,34,"Georgia","13"
2023-09-09,8,"Hawaii","15"
2023-09-09,0,"Iowa","19"
2023-09-09,0,"Idaho","16"
2023-09-09,18,"Illinois","17"
2023-09-09,9,"Indiana","18"
2023-09-09,3,"Kansas","20"
2023-09-09,5,"Kentucky","21"
2023-09-09,13,"Louisiana","22"
2023-09-09,5,"Massachusetts","25"
2023-09-09,2,"Maryland","24"
2023-09-09,0,"Maine","23"
2023-09-09,9,"Michigan","26"
2023-09-09,1,"Minnesota","27"
2023-09-09,8,"Missouri","29"
2023-09-09,23,"Mississippi","28"
2023-09-09,1,"Montana","30"
2023-09-09,11,"North Carolina","37"
2023-09-09,0,"North Dakota","38"
2023-09-09,0,"Nebraska","31"
2023-09-09,0,"New Hampshire","33"
2023-09-09,10,"New Jersey","34"
2023-09-09,11,"New Mexico","35"
2023-09-09,0,"Nevada","32"
2023-09-09,12,"New York","36"
2023-09-09,9,"Ohio","39"
2023-09-09,16,"Oklahoma","40"
2023-09-09,6,"Oregon","41"
2023-09-09,48,"Pennsylvania","42"
2023-09-09,2,"Rhode Island","44"
2023-09-09,25,"South Carolina","45"
2023-09-09,0,"South Dakota","46"
2023-09-09,34,"Tennessee","47"
2023-09-09,128,"Texas","48"
2023-09-09,3,"Utah","49"
2023-09-09,31,"Virginia","51"
2023-09-09,0,"Vermont","50"
2023-09-09,15,"Washington","53"
2023-09-09,3,"Wisconsin","55"
2023-09-09,6,"West Virginia","54"
2023-09-09,0,"Wyoming","56"
2023-09-16,6,"Alaska","02"
2023-09-16,8,"Alabama","01"
2023-09-16,6,"Arkansas","05"
2023-09-16,8,"Arizona","04"
2023-09-16,46,"California","06"
2023-09-16,8,"Colorado","08"
2023-09-16,16,"Connecticut","09"
2023-09-16,1,"District of Columbia","11"
2023-09-16,0,"Delaware","10"
2023-09-16,172,"Florida","12"
2023-09-16,30,"Georgia","13"
2023-09-16,5,"Hawaii","15"
2023-09-16,0,"Iowa","19"
2023-09-16,3,"Idaho","16"
2023-09-16,20,"Illinois","17"
2023-09-16,9,"Indiana","18"
2023-09-16,4,"Kansas","20"
2023-09-16,13,"Kentucky","21"
2023-09-16,18,"Louisiana","22"
2023-09-16,10,"Massachusetts","25"
2023-09-16,6,"Maryland","24"
2023-09-16,1,"Maine","23"
2023-09-16,17,"Michigan","26"
2023-09-16,4,"Minnesota","27"
2023-09-16,16,"Missouri","29"
2023-09-16,16,"Mississippi","28"
2023-09-16,3,"Montana","30"
2023-09-16,13,"North Carolina","37"
2023-09-16,1,"North Dakota","38"
2023-09-16,6,"Nebraska","31"
2023-09-16,2,"New Hampshire","33"
2023-09-16,19,"New Jersey","34"
2023-09-16,3,"New Mexico","35"
2023-09-16,4,"Nevada","32"
2023-09-16,19,"New York","36"
2023-09-16,9,"Ohio","39"
2023-09-16,17,"Oklahoma","40"
2023-09-16,6,"Oregon","41"
2023-09-16,46,"Pennsylvania","42"
2023-09-16,1,"Rhode Island","44"
2023-09-16,26,"South Carolina","45"
2023-09-16,0,"South Dakota","46"
2023-09-16,24,"Tennessee","47"
2023-09-16,102,"Texas","48"
2023-09-16,2,"Utah","49"
2023-09-16,40,"Virginia","51"
2023-09-16,1,"Vermont","50"
2023-09-16,6,"Washington","53"
2023-09-16,0,"Wisconsin","55"
2023-09-16,0,"West Virginia","54"
2023-09-16,0,"Wyoming","56"
2023-09-23,7,"Alaska","02"
2023-09-23,20,"Alabama","01"
2023-09-23,10,"Arkansas","05"
2023-09-23,21,"Arizona","04"
2023-09-23,46,"California","06"
2023-09-23,8,"Colorado","08"
2023-09-23,8,"Connecticut","09"
2023-09-23,0,"District of Columbia","11"
2023-09-23,0,"Delaware","10"
2023-09-23,168,"Florida","12"
2023-09-23,29,"Georgia","13"
2023-09-23,10,"Hawaii","15"
2023-09-23,4,"Iowa","19"
2023-09-23,2,"Idaho","16"
2023-09-23,18,"Illinois","17"
2023-09-23,12,"Indiana","18"
2023-09-23,5,"Kansas","20"
2023-09-23,14,"Kentucky","21"
2023-09-23,16,"Louisiana","22"
2023-09-23,8,"Massachusetts","25"
2023-09-23,4,"Maryland","24"
2023-09-23,0,"Maine","23"
2023-09-23,12,"Michigan","26"
2023-09-23,2,"Minnesota","27"
2023-09-23,12,"Missouri","29"
2023-09-23,20,"Mississippi","28"
2023-09-23,4,"Montana","30"
2023-09-23,10,"North Carolina","37"
2023-09-23,3,"North Dakota","38"
2023-09-23,1,"Nebraska","31"
2023-09-23,1,"New Hampshire","33"
2023-09-23,9,"New Jersey","34"
2023-09-23,5,"New Mexico","35"
2023-09-23,3,"Nevada","32"
2023-09-23,48,"New York","36"
2023-09-23,16,"Ohio","39"
2023-09-23,26,"Oklahoma","40"
2023-09-23,6,"Oregon","41"
2023-09-23,60,"Pennsylvania","42"
2023-09-23,0,"Rhode Island","44"
2023-09-23,28,"South Carolina","45"
2023-09-23,2,"South Dakota","46"
2023-09-23,41,"Tennessee","47"
2023-09-23,118,"Texas","48"
2023-09-23,4,"Utah","49"
2023-09-23,54,"Virginia","51"
2023-09-23,1,"Vermont","50"
2023-09-23,12,"Washington","53"
2023-09-23,9,"Wisconsin","55"
2023-09-23,6,"West Virginia","54"
2023-09-23,2,"Wyoming","56"
2023-09-30,10,"Alaska","02"
2023-09-30,20,"Alabama","01"
2023-09-30,17,"Arkansas","05"
2023-09-30,16,"Arizona","04"
2023-09-30,45,"California","06"
2023-09-30,9,"Colorado","08"
2023-09-30,4,"Connecticut","09"
2023-09-30,2,"District of Columbia","11"
2023-09-30,2,"Delaware","10"
2023-09-30,227,"Florida","12"
2023-09-30,34,"Georgia","13"
2023-09-30,10,"Hawaii","15"
2023-09-30,3,"Iowa","19"
2023-09-30,4,"Idaho","16"
2023-09-30,21,"Illinois","17"
2023-09-30,8,"Indiana","18"
2023-09-30,10,"Kansas","20"
2023-09-30,12,"Kentucky","21"
2023-09-30,19,"Louisiana","22"
2023-09-30,12,"Massachusetts","25"
2023-09-30,3,"Maryland","24"
2023-09-30,5,"Maine","23"
2023-09-30,17,"Michigan","26"
2023-09-30,3,"Minnesota","27"
2023-09-30,24,"Missouri","29"
2023-09-30,29,"Mississippi","28"
2023-09-30,0,"Montana","30"
2023-09-30,36,"North Carolina","37"
2023-09-30,0,"North Dakota","38"
2023-09-30,5,"Nebraska","31"
2023-09-30,2,"New Hampshire","33"
2023-09-30,17,"New Jersey","34"
2023-09-30,6,"New Mexico","35"
2023-09-30,4,"Nevada","32"
2023-09-30,37,"New York","36"
2023-09-30,18,"Ohio","39"
2023-09-30,15,"Oklahoma","40"
2023-09-30,6,"Oregon","41"
2023-09-30,41,"Pennsylvania","42"
2023-09-30,1,"Rhode Island","44"
2023-09-30,22,"South Carolina","45"
2023-09-30,0,"South Dakota","46"
2023-09-30,28,"Tennessee","47"
2023-09-30,121,"Texas","48"
2023-09-30,4,"Utah","49"
2023-09-30,49,"Virginia","51"
2023-09-30,0,"Vermont","50"
2023-09-30,4,"Washington","53"
2023-09-30,10,"Wisconsin","55"
2023-09-30,2,"West Virginia","54"
2023-09-30,6,"Wyoming","56"
2023-10-07,14,"Alaska","02"
2023-10-07,24,"Alabama","01"
2023-10-07,15,"Arkansas","05"
2023-10-07,21,"Arizona","04"
2023-10-07,60,"California","06"
2023-10-07,15,"Colorado","08"
2023-10-07,3,"Connecticut","09"
2023-10-07,2,"District of Columbia","11"
2023-10-07,0,"Delaware","10"
2023-10-07,213,"Florida","12"
2023-10-07,39,"Georgia","13"
2023-10-07,15,"Hawaii","15"
2023-10-07,1,"Iowa","19"
2023-10-07,2,"Idaho","16"
2023-10-07,18,"Illinois","17"
2023-10-07,23,"Indiana","18"
2023-10-07,3,"Kansas","20"
2023-10-07,23,"Kentucky","21"
2023-10-07,28,"Louisiana","22"
2023-10-07,16,"Massachusetts","25"
2023-10-07,3,"Maryland","24"
2023-10-07,4,"Maine","23"
2023-10-07,20,"Michigan","26"
2023-10-07,6,"Minnesota","27"
2023-10-07,25,"Missouri","29"
2023-10-07,22,"Mississippi","28"
2023-10-07,0,"Montana","30"
2023-10-07,20,"North Carolina","37"
2023-10-07,1,"North Dakota","38"
2023-10-07,9,"Nebraska","31"
2023-10-07,0,"New Hampshire","33"
2023-10-07,13,"New Jersey","34"
2023-10-07,4,"New Mexico","35"
2023-10-07,6,"Nevada","32"
2023-10-07,26,"New York","36"
2023-10-07,21,"Ohio","39"
2023-10-07,39,"Oklahoma","40"
2023-10-07,6,"Oregon","41"
2023-10-07,40,"Pennsylvania","42"
2023-10-07,1,"Rhode Island","44"
2023-10-07,26,"South Carolina","45"
2023-10-07,0,"South Dakota","46"
2023-10-07,32,"Tennessee","47"
2023-10-07,168,"Texas","48"
2023-10-07,3,"Utah","49"
2023-10-07,54,"Virginia","51"
2023-10-07,0,"Vermont","50"
2023-10-07,13,"Washington","53"
2023-10-07,3,"Wisconsin","55"
2023-10-07,3,"West Virginia","54"
2023-10-07,4,"Wyoming","56"
2023-10-14,21,"Alaska","02"
2023-10-14,30,"Alabama","01"
2023-10-14,18,"Arkansas","05"
2023-10-14,52,"Arizona","04"
2023-10-14,50,"California","06"
2023-10-14,16,"Colorado","08"
2023-10-14,1,"Connecticut","09"
2023-10-14,4,"District of Columbia","11"
2023-10-14,1,"Delaware","10"
2023-10-14,291,"Florida","12"
2023-10-14,31,"Georgia","13"
2023-10-14,13,"Hawaii","15"
2023-10-14,4,"Iowa","19"
2023-10-14,2,"Idaho","16"
2023-10-14,27,"Illinois","17"
2023-10-14,25,"Indiana","18"
2023-10-14,7,"Kansas","20"
2023-10-14,20,"Kentucky","21"
2023-10-14,31,"Louisiana","22"
2023-10-14,14,"Massachusetts","25"
2023-10-14,9,"Maryland","24"
2023-10-14,2,"Maine","23"
2023-10-14,21,"Michigan","26"
2023-10-14,4,"Minnesota","27"
2023-10-14,17,"Missouri","29"
2023-10-14,20,"Mississippi","28"
2023-10-14,1,"Montana","30"
2023-10-14,17,"North Carolina","37"
2023-10-14,1,"North Dakota","38"
2023-10-14,8,"Nebraska","31"
2023-10-14,0,"New Hampshire","33"
2023-10-14,33,"New Jersey","34"
2023-10-14,2,"New Mexico","35"
2023-10-14,7,"Nevada","32"
2023-10-14,37,"New York","36"
2023-10-14,21,"Ohio","39"
2023-10-14,22,"Oklahoma","40"
2023-10-14,8,"Oregon","41"
2023-10-14,42,"Pennsylvania","42"
2023-10-14,0,"Rhode Island","44"
2023-10-14,32,"South Carolina","45"
2023-10-14,2,"South Dakota","46"
2023-10-14,43,"Tennessee","47"
2023-10-14,242,"Texas","48"
2023-10-14,9,"Utah","49"
2023-10-14,72,"Virginia","51"
2023-10-14,2,"Vermont","50"
2023-10-14,11,"Washington","53"
2023-10-14,4,"Wisconsin","55"
2023-10-14,3,"West Virginia","54"
2023-10-14,4,"Wyoming","56"
2023-10-21,30,"Alaska","02"
2023-10-21,30,"Alabama","01"
2023-10-21,13,"Arkansas","05"
2023-10-21,49,"Arizona","04"
2023-10-21,76,"California","06"
2023-10-21,19,"Colorado","08"
2023-10-21,7,"Connecticut","09"
2023-10-21,1,"District of Columbia","11"
2023-10-21,1,"Delaware","10"
2023-10-21,313,"Florida","12"
2023-10-21,40,"Georgia","13"
2023-10-21,13,"Hawaii","15"
2023-10-21,4,"Iowa","19"
2023-10-21,4,"Idaho","16"
2023-10-21,21,"Illinois","17"
2023-10-21,33,"Indiana","18"
2023-10-21,5,"Kansas","20"
2023-10-21,23,"Kentucky","21"
2023-10-21,46,"Louisiana","22"
2023-10-21,28,"Massachusetts","25"
2023-10-21,10,"Maryland","24"
2023-10-21,4,"Maine","23"
2023-10-21,12,"Michigan","26"
2023-10-21,4,"Minnesota","27"
2023-10-21,17,"Missouri","29"
2023-10-21,17,"Mississippi","28"
2023-10-21,0,"Montana","30"
2023-10-21,20,"North Carolina","37"
2023-10-21,1,"North Dakota","38"
2023-10-21,7,"Nebraska","31"
2023-10-21,2,"New Hampshire","33"
2023-10-21,44,"New Jersey","34"
2023-10-21,2,"New Mexico","35"
2023-10-21,8,"Nevada","32"
2023-10-21,48,"New York","36"
2023-10-21,17,"Ohio","39"
2023-10-21,10,"Oklahoma","40"
2023-10-21,14,"Oregon","41"
2023-10-21,49,"Pennsylvania","42"
2023-10-21,1,"Rhode Island","44"
2023-10-21,21,"South Carolina","45"
2023-10-21,3,"South Dakota","46"
2023-10-21,44,"Tennessee","47"
2023-10-21,245,"Texas","48"
2023-10-21,5,"Utah","49"
2023-10-21,61,"Virginia","51"
2023-10-21,0,"Vermont","50"
2023-10-21,8,"Washington","53"
2023-10-21,7,"Wisconsin","55"
2023-10-21,4,"West Virginia","54"
2023-10-21,0,"Wyoming","56"
2023-10-28,33,"Alaska","02"
2023-10-28,37,"Alabama","01"
2023-10-28,18,"Arkansas","05"
2023-10-28,51,"Arizona","04"
2023-10-28,97,"California","06"
2023-10-28,31,"Colorado","08"
2023-10-28,12,"Connecticut","09"
2023-10-28,0,"District of Columbia","11"
2023-10-28,1,"Delaware","10"
2023-10-28,443,"Florida","12"
2023-10-28,56,"Georgia","13"
2023-10-28,14,"Hawaii","15"
2023-10-28,10,"Iowa","19"
2023-10-28,5,"Idaho","16"
2023-10-28,34,"Illinois","17"
2023-10-28,43,"Indiana","18"
2023-10-28,5,"Kansas","20"
2023-10-28,21,"Kentucky","21"
2023-10-28,40,"Louisiana","22"
2023-10-28,33,"Massachusetts","25"
2023-10-28,15,"Maryland","24"
2023-10-28,1,"Maine","23"
2023-10-28,34,"Michigan","26"
2023-10-28,9,"Minnesota","27"
2023-10-28,24,"Missouri","29"
2023-10-28,30,"Mississippi","28"
2023-10-28,1,"Montana","30"
2023-10-28,40,"North Carolina","37"
2023-10-28,0,"North Dakota","38"
2023-10-28,5,"Nebraska","31"
2023-10-28,2,"New Hampshire","33"
2023-10-28,26,"New Jersey","34"
2023-10-28,10,"New Mexico","35"
2023-10-28,12,"Nevada","32"
2023-10-28,57,"New York","36"
2023-10-28,21,"Ohio","39"
2023-10-28,18,"Oklahoma","40"
2023-10-28,6,"Oregon","41"
2023-10-28,31,"Pennsylvania","42"
2023-10-28,0,"Rhode Island","44"
2023-10-28,45,"South Carolina","45"
2023-10-28,1,"South Dakota","46"
2023-10-28,44,"Tennessee","47"
2023-10-28,348,"Texas","48"
2023-10-28,9,"Utah","49"
2023-10-28,51,"Virginia","51"
2023-10-28,0,"Vermont","50"
2023-10-28,17,"Washington","53"
2023-10-28,16,"Wisconsin","55"
2023-10-28,7,"West Virginia","54"
2023-10-28,1,"Wyoming","56"
2023-11-04,39,"Alaska","02"
2023-11-04,56,"Alabama","01"
2023-11-04,24,"Arkansas","05"
2023-11-04,132,"Arizona","04"
2023-11-04,231,"California","06"
2023-11-04,52,"Colorado","08"
2023-11-04,5,"Connecticut","09"
2023-11-04,0,"District of Columbia","11"
2023-11-04,1,"Delaware","10"
2023-11-04,462,"Florida","12"
2023-11-04,116,"Georgia","13"
2023-11-04,16,"Hawaii","15"
2023-11-04,13,"Iowa","19"
2023-11-04,4,"Idaho","16"
2023-11-04,54,"Illinois","17"
2023-11-04,58,"Indiana","18"
2023-11-04,10,"Kansas","20"
2023-11-04,33,"Kentucky","21"
2023-11-04,65,"Louisiana","22"
2023-11-04,32,"Massachusetts","25"
2023-11-04,19,"Maryland","24"
2023-11-04,4,"Maine","23"
2023-11-04,30,"Michigan","26"
2023-11-04,18,"Minnesota","27"
2023-11-04,40,"Missouri","29"
2023-11-04,38,"Mississippi","28"
2023-11-04,5,"Montana","30"
2023-11-04,49,"North Carolina","37"
2023-11-04,2,"North Dakota","38"
2023-11-04,5,"Nebraska","31"
2023-11-04,2,"New Hampshire","33"
2023-11-04,46,"New Jersey","34"
2023-11-04,9,"New Mexico","35"
2023-11-04,22,"Nevada","32"
2023-11-04,88,"New York","36"
2023-11-04,26,"Ohio","39"
2023-11-04,34,"Oklahoma","40"
2023-11-04,11,"Oregon","41"
2023-11-04,81,"Pennsylvania","42"
2023-11-04,2,"Rhode Island","44"
2023-11-04,52,"South Carolina","45"
2023-11-04,2,"South Dakota","46"
2023-11-04,47,"Tennessee","47"
2023-11-04,427,"Texas","48"
2023-11-04,5,"Utah","49"
2023-11-04,92,"Virginia","51"
2023-11-04,2,"Vermont","50"
2023-11-04,17,"Washington","53"
2023-11-04,20,"Wisconsin","55"
2023-11-04,14,"West Virginia","54"
2023-11-04,5,"Wyoming","56"
2023-11-11,17,"Alaska","02"
2023-11-11,73,"Alabama","01"
2023-11-11,17,"Arkansas","05"
2023-11-11,187,"Arizona","04"
2023-11-11,372,"California","06"
2023-11-11,102,"Colorado","08"
2023-11-11,22,"Connecticut","09"
2023-11-11,5,"District of Columbia","11"
2023-11-11,2,"Delaware","10"
2023-11-11,652,"Florida","12"
2023-11-11,133,"Georgia","13"
2023-11-11,29,"Hawaii","15"
2023-11-11,14,"Iowa","19"
2023-11-11,11,"Idaho","16"
2023-11-11,71,"Illinois","17"
2023-11-11,95,"Indiana","18"
2023-11-11,18,"Kansas","20"
2023-11-11,18,"Kentucky","21"
2023-11-11,96,"Louisiana","22"
2023-11-11,38,"Massachusetts","25"
2023-11-11,27,"Maryland","24"
2023-11-11,2,"Maine","23"
2023-11-11,52,"Michigan","26"
2023-11-11,15,"Minnesota","27"
2023-11-11,40,"Missouri","29"
2023-11-11,46,"Mississippi","28"
2023-11-11,3,"Montana","30"
2023-11-11,88,"North Carolina","37"
2023-11-11,7,"North Dakota","38"
2023-11-11,4,"Nebraska","31"
2023-11-11,2,"New Hampshire","33"
2023-11-11,33,"New Jersey","34"
2023-11-11,12,"New Mexico","35"
2023-11-11,27,"Nevada","32"
2023-11-11,123,"New York","36"
2023-11-11,56,"Ohio","39"
2023-11-11,37,"Oklahoma","40"
2023-11-11,17,"Oregon","41"
2023-11-11,89,"Pennsylvania","42"
2023-11-11,0,"Rhode Island","44"
2023-11-11,64,"South Carolina","45"
2023-11-11,1,"South Dakota","46"
2023-11-11,57,"Tennessee","47"
2023-11-11,428,"Texas","48"
2023-11-11,7,"Utah","49"
2023-11-11,100,"Virginia","51"
2023-11-11,5,"Vermont","50"
2023-11-11,33,"Washington","53"
2023-11-11,15,"Wisconsin","55"
2023-11-11,8,"West Virginia","54"
2023-11-11,9,"Wyoming","56"
2023-11-18,14,"Alaska","02"
2023-11-18,71,"Alabama","01"
2023-11-18,57,"Arkansas","05"
2023-11-18,209,"Arizona","04"
2023-11-18,459,"California","06"
2023-11-18,137,"Colorado","08"
2023-11-18,33,"Connecticut","09"
2023-11-18,8,"District of Columbia","11"
2023-11-18,1,"Delaware","10"
2023-11-18,701,"Florida","12"
2023-11-18,156,"Georgia","13"
2023-11-18,26,"Hawaii","15"
2023-11-18,27,"Iowa","19"
2023-11-18,8,"Idaho","16"
2023-11-18,102,"Illinois","17"
2023-11-18,100,"Indiana","18"
2023-11-18,26,"Kansas","20"
2023-11-18,37,"Kentucky","21"
2023-11-18,115,"Louisiana","22"
2023-11-18,67,"Massachusetts","25"
2023-11-18,22,"Maryland","24"
2023-11-18,19,"Maine","23"
2023-11-18,88,"Michigan","26"
2023-11-18,24,"Minnesota","27"
2023-11-18,58,"Missouri","29"
2023-11-18,47,"Mississippi","28"
2023-11-18,6,"Montana","30"
2023-11-18,153,"North Carolina","37"
2023-11-18,4,"North Dakota","38"
2023-11-18,8,"Nebraska","31"
2023-11-18,1,"New Hampshire","33"
2023-11-18,75,"New Jersey","34"
2023-11-18,21,"New Mexico","35"
2023-11-18,39,"Nevada","32"
2023-11-18,178,"New York","36"
2023-11-18,75,"Ohio","39"
2023-11-18,34,"Oklahoma","40"
2023-11-18,11,"Oregon","41"
2023-11-18,123,"Pennsylvania","42"
2023-11-18,3,"Rhode Island","44"
2023-11-18,81,"South Carolina","45"
2023-11-18,2,"South Dakota","46"
2023-11-18,73,"Tennessee","47"
2023-11-18,534,"Texas","48"
2023-11-18,10,"Utah","49"
2023-11-18,115,"Virginia","51"
2023-11-18,3,"Vermont","50"
2023-11-18,36,"Washington","53"
2023-11-18,34,"Wisconsin","55"
2023-11-18,13,"West Virginia","54"
2023-11-18,23,"Wyoming","56"
2023-11-25,15,"Alaska","02"
2023-11-25,84,"Alabama","01"
2023-11-25,24,"Arkansas","05"
2023-11-25,276,"Arizona","04"
2023-11-25,683,"California","06"
2023-11-25,126,"Colorado","08"
2023-11-25,57,"Connecticut","09"
2023-11-25,11,"District of Columbia","11"
2023-11-25,2,"Delaware","10"
2023-11-25,743,"Florida","12"
2023-11-25,225,"Georgia","13"
2023-11-25,23,"Hawaii","15"
2023-11-25,44,"Iowa","19"
2023-11-25,19,"Idaho","16"
2023-11-25,165,"Illinois","17"
2023-11-25,149,"Indiana","18"
2023-11-25,37,"Kansas","20"
2023-11-25,59,"Kentucky","21"
2023-11-25,121,"Louisiana","22"
2023-11-25,99,"Massachusetts","25"
2023-11-25,60,"Maryland","24"
2023-11-25,9,"Maine","23"
2023-11-25,106,"Michigan","26"
2023-11-25,34,"Minnesota","27"
2023-11-25,85,"Missouri","29"
2023-11-25,77,"Mississippi","28"
2023-11-25,18,"Montana","30"
2023-11-25,213,"North Carolina","37"
2023-11-25,17,"North Dakota","38"
2023-11-25,8,"Nebraska","31"
2023-11-25,7,"New Hampshire","33"
2023-11-25,129,"New Jersey","34"
2023-11-25,43,"New Mexico","35"
2023-11-25,45,"Nevada","32"
2023-11-25,345,"New York","36"
2023-11-25,134,"Ohio","39"
